,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
_Spectralspread_Mean,0.2525252092178522,0.17065463158779026,-0.17522080769968976,0.005461323502170034,0.08453967570922319,0.11829575035968694,0.13102141914361973,-0.0013331466452377115,-0.1031993944618063,-0.06803766549443904,0.013297591919286256,0.04585605458242052,-0.17394900978323857,-0.025844966953837922,-0.031051831021204016,0.029508545465381314,0.06058845692097251,-0.06662283216179526,-0.011871365739162178,-0.05609292283798048,-0.08584497285078244,0.06487470371685503,0.020882439896771104,-0.030448689469969786,0.08132519126463351,-0.03983639426626581,-0.027253191283939493,-0.03177020772050096,-0.08424504881331377,0.008287487956675443,-0.022439510597412164,-0.08659028302662367,0.05713129624640059,0.008520118637913875,0.03407108639212112,0.028060326637266327,-0.014849363782685171,-0.006429234132187706,-0.02996882101792836,-0.10951748773534502,-0.08407360055820184,0.19747235772652205,-0.2640009109845343,-0.1968434241627802,-0.08104479154347946,-0.19606760288294262,0.6279957144001225,0.16852342757845012,0.054035053619929954,-0.3076241138866268
_Spectralskewness_Mean,-0.3014288884508809,-0.11350094243190777,0.07977373844050008,0.025940003778421587,-0.006153278937886699,-0.008950710158629619,0.08322976036028994,0.026469385813976624,-0.07999016658419768,0.017812581364404834,0.018691950566696355,0.07394718208058577,-0.08070618082806862,-0.0057511574017011236,-0.005001802291582924,-0.015339519509712171,0.0609176734356338,-0.018285818908571033,-0.00549679266784614,0.007920811231376501,-0.08459055611014404,0.029461398267606284,0.10823677416572339,-0.04777482742167058,0.06957141811655768,0.012775887161407207,0.0002808315602906286,-0.07967387386078936,-0.12054859961604528,0.0913413601871543,-0.14429153324350444,-0.049883883597435036,0.08137227991334187,0.07714459719938559,0.07006889697308094,0.018366475792077633,-0.011787746051377156,0.085244238082267,-0.026908707895277564,0.13513197344999167,0.13736642657235484,-0.024180536408689376,-0.18460340146652027,-0.035922884309617154,-0.24508547262945485,0.02715542457400171,0.32518566196305215,-0.11358791248645089,-0.3996157374989339,0.583320565012787
_Spectralkurtosis_Mean,-0.2930022942028814,-0.12812065030119665,0.10387549872439164,0.021558145394143056,-0.03642206528035037,-0.03708524534446554,0.04231757486026712,0.019262986547730895,-0.05971467847753308,0.033279058870629874,5.257439638473027e-06,0.05964932183209436,-0.04875311889219888,-0.015134797406753081,-0.012964807202665546,-0.017918748879446972,0.05245410351931179,-0.03108614167777604,0.016557772348043887,0.013487635108941742,-0.0693468170700477,0.020134685288630272,0.10429051559761009,-0.03143381449601419,0.04105757044422563,0.020804058992905106,0.0014373836802605358,-0.0926396015851462,-0.1064950836312327,0.1431745975777245,-0.18262033677095865,-0.012099487265676306,0.0914416531888836,0.12735865332770321,0.06524718336400481,-0.0032783674055370388,0.015464567026831133,0.12952577512933142,-0.015400964479219015,0.23975247007698158,0.15239337936938613,-0.08428481103323864,-0.28631702949223153,-0.09188534031911183,-0.3947528790562417,0.08947542671494697,-0.2490904813691707,-0.0694719231844832,0.20013907016224622,-0.5271634984852275
_Spectralflatness_Mean,0.18724473595955898,0.16438346900210138,-0.16664382759289215,0.01771150612356336,0.04093292426817377,0.03799639659688167,0.154863741987798,-0.004465150469088407,-0.17288981716824248,-0.11308124751706827,-0.022672789864428583,0.11846991532395507,-0.28651933368592897,-0.0894510791062341,-0.1301937013211384,0.0404568846095906,0.12542869433271406,-0.09628502013913365,0.0061672120808954345,-0.023923321311757284,-0.10622250222757648,0.139221856544662,0.09058408811241797,-0.14614137704637148,0.18915820288708285,0.013296050107248339,0.061861345478969876,-0.14271081167088023,-0.15541908443664995,0.18197901131373254,-0.2447196395761197,-0.08407952950279496,0.15660908341939628,0.10276933578709005,0.12907994705661316,0.1154079215297444,0.026498327388443196,0.10180527609455073,0.1571828236218159,0.04638961319289883,0.05727551958173083,-0.34110463641361355,0.30001861950399716,0.17214181029456374,0.2841663365461507,0.03149095935083585,-0.1470240244053046,-0.020716650989291374,-0.02268248610058442,0.0029057537323624663
_EntropyofSpectrum_Mean,0.3151331438539354,0.05657202978554357,0.03304175326031488,-0.02678638459950288,-0.11612513017226707,-0.038717260849474695,-0.04214657355468849,-0.025590155319721777,0.06346141763232593,0.018444111563874876,-0.004125885998051859,-0.04259895930431539,0.016955491614293716,-0.05711665431795071,0.012934782341264495,-0.02167067039928047,0.027906010895986655,0.0250782821708602,-0.0030516750175920704,0.011851911042131263,-0.0193246533585628,-0.0033490580523702074,0.01434656288585609,0.024125067388520605,0.06748743011464373,0.01335676028010413,0.011114073952758471,0.01874133882963719,-0.05306592942946935,0.025451575055375784,0.007723217241982917,-0.015323818940412265,-0.017507604415516714,-0.018662558337241952,0.015182782294139496,0.04721858562040733,-0.02334217621196897,0.012375034346166158,-0.05787937707981643,-0.004894301353710689,-0.07133285922461685,0.13455894416805364,0.13155104549074367,0.4311266081929824,-0.347014044022345,0.5993152898291532,0.23032212539096036,-0.2766406161119149,0.11326834356361788,-0.02493007348652071
_Chromagram_Mean_1,0.05082780773683569,-0.03938252888803078,0.26255417862339764,0.18142978435537552,0.20527957302209238,0.04132845835554092,-0.09431655596842398,-0.13379221315139397,0.08237467889311602,-0.030562927542810286,-0.02988275043923712,0.18649719236954557,-0.16304051706985162,-0.30346679471934773,-0.007321800229610931,0.0005360965437477827,-0.2659803394373461,0.15315549249373453,-0.16696357720639365,-0.005981411090555333,-0.0213077705991305,0.054536721413611336,-0.036595774478492986,-0.10953831646042309,0.053391782915760966,-0.23075183395083357,-0.2503936279269362,0.02916873740631727,-0.044008599580294495,0.07696499679266006,0.29855083093113555,0.07433019068257993,0.07637686019996025,0.24659410177642413,-0.18222148150184891,0.1450094892027572,0.13314143972003178,-0.18597938494294858,0.32552616635326215,0.12585747842001124,-0.020239170654362704,-0.0019073596659718167,-0.06175872223623264,0.02043154880984982,-0.01147771702699471,0.01426951433041504,0.011913692642668366,-0.005666419416299334,-0.003209575390005036,0.0065688407283999405
_Chromagram_Mean_2,0.06798489301559596,0.0006400577706991671,0.2464373251183095,-0.022044447780669503,0.04032522196597248,0.1379891290135251,-0.18462621784298766,0.18476733827071273,-0.2106579887769332,0.030111984958243812,0.007627713486236245,-0.3143525231031924,-0.035241970011104816,0.2126580949423309,-0.05433467532933399,0.16669216514359628,0.03759213069019329,-0.18904797658664263,-0.17020733117620687,-0.08933120095264929,-0.10840437348398642,-0.06151536923325365,-0.2736599722954235,0.05071278579171323,0.034994127045415185,-0.20355483584702938,-0.1327900976308224,-0.03985926854883867,0.020915289205714782,0.2396243784885443,0.23525229805697173,0.10605951331613367,0.3955749270668154,-0.08346913089383956,0.18896530796344208,-0.12967940617597426,-0.016648239338642665,0.00655297594734211,-0.1942271956203523,0.06193166046488731,0.07356439213695734,-0.06267234366504294,0.03249230071272244,0.03878703309883317,0.01859927843572773,-0.013043328751243588,0.009899494717151597,0.009328354916895529,-0.0008209555694039129,0.004561719867870233
_Chromagram_Mean_3,0.027416807512461342,-0.07106682197481495,0.055077093856804836,0.006222753507433229,0.09948679390524148,-0.061679047478714485,0.16119435696220452,-0.1748335629738179,0.42376320401221046,-0.04843404179234858,0.13833150338000708,-0.1162147468536443,-0.2952009274696837,0.10042337795457268,0.2090992501407163,0.27487655894324536,0.09528060686838014,0.04607304371483796,0.0957502397407789,-0.300707817106873,0.04523708002612903,-0.18689052426703734,-0.24740107733272648,0.18655015872687133,-0.1393610435648575,-0.2391840323951148,-0.00047829199244106557,-0.03508736982818533,-0.116381694647305,0.1114541859006579,-0.22726798211535656,0.004879426166105136,-0.09882597249410006,-0.10085877173237057,-0.12784730351721896,0.018211499143384324,-0.12949494794308367,0.13235278908307171,0.10948499400877208,0.017195209387164685,0.03411553790579311,-0.07475311943665322,-0.0016499369994175152,-0.009467604339231293,-0.003914585348948271,0.00892618245776021,0.019197660354687368,0.0015571109107796674,-0.0028561209223147144,0.004415331693103819
_Chromagram_Mean_4,0.058810435176315824,-0.019400563836962446,0.2796660677420404,-0.057316667844503844,0.233794461854123,-0.031916172847710214,0.01667597129672786,0.11698925230989823,-0.013215753739491095,0.06291977369356623,-0.11741725544395795,-0.1907514737541841,-0.2222052836708451,0.039677120879262624,-0.24892716782445629,-0.09370387961363678,0.07585234382944611,-0.16945078133004582,0.2947561256090291,-0.05375853710744914,0.12249193413461791,-0.055290228541710895,0.08852026245553099,-0.0017799950429723543,-0.13374801813774345,-0.031640890118990184,0.23854939326249502,0.25710701201914277,0.079525142055839,0.15375502131262464,-0.06951828849466182,-0.017847664700834792,-0.24149160698624378,0.41172483595005466,0.08121222125564942,0.01478667440227699,0.16524679007447884,-0.21532800047898662,-0.09633133520169117,-0.1428153753872827,0.031341681792784515,0.043707480969732836,0.00616661115115734,0.0025876489020783405,-0.015435185150439124,0.007418468943877432,0.0002725710976423379,0.016803154948836205,-0.017385888592555923,0.007391832047671614
_Chromagram_Mean_5,0.016615373066419248,-0.0007749284022598388,0.13458603221478171,0.11548698443346879,-0.16851055439850351,0.2483187930651041,-0.06439683960681904,0.25234076474647427,0.12787152556158496,0.0582561948051746,-0.20754355277546097,0.2539608147226011,-0.27791060708490395,0.03335832657577183,0.1894340564401572,-0.13794546583556552,-0.011791176828731292,-0.18577408370938428,0.19913529791579349,-0.032881646842021245,0.18030837365010852,0.27079934228579544,0.08098564683507799,0.09292535922604386,-0.008558939584389136,0.06103196591348742,-0.08711683111673278,-0.13600648768764953,0.008187410118277505,0.15177960232438084,0.13698122906196278,0.03272014497978565,-0.21744276022458703,-0.30019525443658224,0.16698946429840314,-0.1921781157826225,-0.19225383010260147,-0.14759992274795955,0.11807055376665915,0.06494854845617666,-0.009178946482112198,-0.018254533501081444,-0.026794869274998377,0.0069827829469572954,0.01067281016452151,0.007454633584642434,-0.009155072207253562,-0.00259113041868295,0.0001358551256445198,-0.00041152585867393343
_Chromagram_Mean_6,0.04052633842627997,-0.0025650925729999814,0.26419123147353796,-0.11848625637860603,0.20055651889763526,-0.1575959669645868,0.08989358012390934,-0.027086395586923374,0.20345684618303037,0.17950233010862748,-0.009885912357335361,0.10749609003804664,-0.14294793739948686,-0.06540004875843117,-0.0972959216507902,0.07041930602157857,0.03590945854706873,-0.21265475492014024,0.1470480373075543,0.13938581242016387,-0.045913393785553556,0.17845342929267632,-0.2573553117425438,-0.16163777840301005,0.017951368377494836,0.42841627413436695,-0.14682793856507323,-0.12529038361152317,0.18283107682539315,-0.12997582397762003,0.05264675496297225,-0.08202845661542801,0.18291791083727138,-0.09707234806075443,-0.2031196628965492,0.22503967432525962,-0.06876220826113079,0.13239656285823692,-0.23329846319528097,-0.019833617980324174,-0.07444633998944991,-0.030637933808611927,0.007927859846412554,-0.051476790967135505,-0.01236191628403456,0.0031651579961239906,-0.011121018831648122,0.005300319053531471,-0.007005785562004313,0.0013034034852233076
_Chromagram_Mean_7,0.03292831571126406,0.13756986243417713,0.24000152625840593,-0.1692639005261798,-0.04946701672177691,0.2296391678770151,-0.07478314302169431,0.20203709648043938,0.04774741436698554,-0.028640658328645197,-0.14643089554938343,0.12458073029343343,0.11382255076382977,0.09931153427751702,0.04817561025581274,0.20141050706333435,0.17576357278126414,0.1370549456475996,0.036714931905411224,-0.1385372154347404,-0.022332611076406716,-0.2449957091895043,-0.011571284902839752,-0.05361110759499593,-0.07386810697452229,0.36449521003903634,0.12227418440288915,0.1547632404677442,-0.11812566547959319,-0.19840152392577312,-0.07753850270316043,0.19910519211883074,0.21478423164302762,0.02352881331871476,0.093125855854919,0.07362134234242176,0.10310506835715319,0.001037150844203763,0.43395076123934634,0.019490279865207016,-0.09272811539950684,-0.029591700992129086,-0.055535709364910306,-0.022978666195144524,-0.02446523420224393,-0.009570684229792112,0.04908378484294802,-0.010128089638561627,0.0070878240939003245,0.001382949959794988
_Chromagram_Mean_8,0.04707242598440694,0.0717170048284235,0.16095581709610296,-0.11549822509540159,0.27097244596515263,-0.031129956201896826,0.13930606817519786,-0.0462078500144039,0.1724405963357595,-0.10412755338465234,0.08774149683581613,0.30577155039152404,0.2281308060687907,-0.22372299323430778,0.0890658601615032,0.06587779301094063,0.018101241364164126,-0.03455228577344409,-0.10765695264769913,-0.28788569206154085,0.16413167647336444,-0.1488455372855128,0.3642785591995652,-0.015632149400957862,0.1445329957662229,0.00026122497268143974,0.026120570726494208,-0.10452816529072542,0.09767429783364956,0.1840662561195369,0.014099134029183336,0.16510726819773142,0.1044166963108062,-0.07281163604940269,0.1413337604753242,-0.22957834370101354,0.11042910687252805,0.04403506925983264,-0.3122350340964628,-0.10664983957308943,-0.03873414292099639,0.03592277565488918,0.04534248141527625,-0.03021642179007579,0.02674541784405593,0.00669979978597951,-0.03604129407824865,0.009042527732246411,0.0013670856759992328,0.01114183203564556
_Chromagram_Mean_9,0.09050610882996113,0.012886125108623216,0.15854448608605223,-0.15881129419449883,0.25018946528204183,-0.04175708876980258,-0.05783997741645292,0.1755037053227802,-0.3736824259929503,0.06028973780417965,0.1128158450767235,-0.08522702256558463,0.14863751457692967,0.08785065460088017,0.043276274354550996,-0.020431603905334356,0.11701114111868532,-0.13278480685685995,-0.19060472579607615,-0.040068395298542184,0.15882697433872492,-0.0010209051844331518,0.19388864908165712,0.00772775513543375,-0.06925806030039011,-0.06244715383153726,-0.27456484516268487,-0.09247516433773417,0.12367277948383953,0.1108040239722399,-0.24912166392692783,-0.031402204851097265,-0.2858931594331138,-0.21676711130778809,-0.29593469158023306,0.20843609322993728,-0.03304287794392033,0.05036922005403838,0.23642417618857164,0.07030724223060508,-0.0688381223557227,-0.0015000085709187191,0.0066113118687252245,-0.0317787602711517,-0.021139171225968825,0.03558106019972374,0.016153211935566403,-0.0061689409429935005,-0.004572577009550355,-2.070437842782713e-05
_Chromagram_Mean_10,0.03673183490392542,-0.04619916429555461,-0.16144035054351863,0.028835104328022935,-0.05702746585785943,-0.03516811056539345,0.07247054029095891,0.004131191792129934,-0.037742177699747845,0.2435296041819673,0.1460647224651846,-0.010075256517233684,-0.03090260545081098,0.06488882973422899,0.6907731620430246,-0.034232014355456274,0.2614438901712445,-0.2081600983967335,-0.1419898583413111,-0.02404034087891488,0.06995134576716844,0.12952722196095093,0.015401299980373873,-0.13591408975995906,-0.11571559389285911,0.07671645975548362,0.03566027501875818,0.0948827254511457,0.012036633942840907,0.04486800453670442,0.1751162933780255,0.011156330873098252,0.08634006388972283,0.3015317585113426,-0.049126287742809416,0.05904426356070805,0.21201930967130306,-0.04990171645590777,-0.014972955048220698,-0.05301330593036227,0.015120469305855547,-0.04710661439190545,0.033227185041311266,-0.0019194499727481495,-0.0158203451614497,0.005326462913847366,-0.014057561336826452,0.005877273852577802,0.002560131942460117,0.00807050366898282
_Chromagram_Mean_11,0.08960180509603016,-0.03532700711317871,0.19772596909935997,-0.0021001634795034846,0.28353337938859474,-0.14978650803296795,0.060491008906906146,-0.0839821568386218,-0.12283491602546194,0.205925854547854,0.12188245276010785,-0.1491833821582195,-0.07588846791039547,-0.2131704792450782,0.11288940487493623,0.08448749784713129,0.025965762913140095,0.13499794300645385,-0.07762800926063129,0.15238135526275703,-0.15584659939760112,0.2640319123610362,0.08332650803972133,-0.1560606639337499,-0.07644326919621076,-0.06245003182875572,0.25927789688773595,0.26775310506277705,-0.08529232454189845,-0.22441476782503383,-0.05368561575759616,0.020412824535341906,-0.0005118495959429009,-0.28098677301014874,0.17785619543206338,-0.345456451530493,-0.18717335513097078,-0.028603473231601784,0.1175952394639101,0.056661020145795465,0.050766824861585944,-0.05735460183816182,-0.014190744059934982,-0.0016525744657810149,-0.0040871408703291034,-0.00316975378788939,0.0040602474471418196,0.000575331606955512,0.01092081574336378,-0.017455938197430576
_Chromagram_Mean_12,0.0431212544148996,0.026808672196444852,0.16763734064140756,0.17884932830289565,-0.1054237662956088,0.357863102293516,-0.21016979299788935,0.15073388695257822,-0.13617359824009997,0.03026262680203883,-0.19633385669085426,0.13207584187639718,-0.09196416466123657,-0.163774239480946,0.13740957207819593,0.12484228148931509,0.03736138432683031,0.24168197228015903,-0.03250248647847803,-0.03198980280282114,-0.041350731878093884,0.05723480734821166,0.055911618745198996,-0.018469743684400908,-0.09748823633943934,-0.17939370512676464,0.14800767347479965,0.08671900957482381,0.0003307799995065988,-0.10691228361878344,-0.19188787509427419,-0.10562742730812733,0.021078985382681437,0.03149458789782651,-0.36166612364393746,0.06921127596440074,-0.048068604322827474,0.21493700893896683,-0.39708075846037977,-0.17449919181502632,0.037456342577877555,-0.05486218330522477,0.049703028171427466,-0.04248426642295585,-0.001347953317364578,1.6960916935426784e-05,-0.051331144771326206,0.011608033749230442,-0.004815981459181648,0.0078012475712551654
_HarmonicChangeDetectionFunction_Mean,0.05740310574493169,0.12615728648719254,0.3164947646415782,0.0004827926879579432,0.12037070400595086,0.15206439135220243,0.03935944080170916,0.0057236073473573845,-0.018170350794268066,-0.09053141515848581,0.24271922616124683,-0.01968805780965752,0.221591157326258,0.04178810566677525,0.16335967820617903,-0.23450637942897581,0.0030368000301908005,-0.021712942995380513,0.08629620457415788,0.05151034633988214,-0.03838060016873559,0.00787277655989506,-0.15314602645228545,0.1945100397570798,0.24350048371668997,-0.02620013778714897,0.13760124343047067,-0.28803154823762367,-0.20460251818920577,-0.19136606610874154,0.043216150939754366,-0.21771365404167997,-0.10913041633842102,0.21210015773515056,0.022896772326068793,-0.016379509603658138,-0.13250928761972602,0.016082468826537816,0.02729052446373391,-0.05546393838489121,-0.034214914523650664,-0.04725933451517969,0.044396369408369066,0.2520416367781669,-0.14755369049604777,-0.32344361207326505,-0.056184855537965234,0.002573888653762787,0.015572849215116646,0.004548619308728297
_HarmonicChangeDetectionFunction_Std,-0.1379815587386939,0.33416782847591686,0.12620912738501827,0.02792016210515807,-0.02468757066762259,0.11409000853831418,0.08648769532149637,-0.03249762384000677,0.02339182330319586,-0.12180814826237688,0.06169366365857549,-0.1531346421216755,0.060277406794583516,-0.03252805572256164,0.09991126183436598,-0.11545817301807804,-0.04231317788239142,-0.03296540794111538,-0.023861537821365505,0.1386637635190549,0.08671279910418409,0.001603528804917903,-0.16057378445030632,-0.01656795735636038,0.08640914662047611,-0.009384601467314527,0.13471994479525184,-0.19991429411772288,0.1635977305928667,-0.003100670303426617,-0.14818986072597357,-0.07443713360283799,0.09254837407674604,0.11745425346645974,-0.1475448970226738,-0.2381496217180462,-0.029571054395980734,-0.16180357551976016,0.09801031788020126,-0.005917172788384606,0.028129859451388406,-0.03088260857306488,-0.0653106777828194,-0.39288037663049374,0.2265334185192325,0.4784417191400353,0.06500269336818584,-0.033024047897341854,-0.006683315250374949,-0.009334291179879509
_HarmonicChangeDetectionFunction_Slope,-0.027694049164058678,0.09884346556711886,-0.0909692949367458,0.00149348658069834,-0.002594423044821061,-0.025552932495208756,0.03133663010900148,-0.022118845316075175,-0.036565692099064614,0.5601418361773282,-0.2293387073453159,0.14109474332009514,0.08644161140118384,0.08736046817607596,-0.030986406765543605,-0.04915687085115927,-0.1080152649687759,-0.12112438674344393,-0.005356010739389551,-0.21062286308575776,0.08559174208884238,-0.2571055934106551,-0.20512303110249078,-0.3271598046537275,0.37315680952493896,-0.20833790987748962,0.014507583308278029,0.0544919344622595,-0.06641206626352311,-0.10396166743020607,-0.10691348880036561,0.04435922212126407,-0.11433431547188816,0.05369033626686001,-0.019162537552056408,-0.07111405328661785,-0.17439754290275009,-0.019196139180367056,-0.014039044812891449,0.07484537110665407,-0.07904758865961094,-0.012783546341358112,-0.019604894701059708,0.011984673198527269,0.015494525774568148,0.004150685834354739,-0.006514177173407937,0.0006184673539642027,-0.0074851472711745665,-0.0013886981059758052
_HarmonicChangeDetectionFunction_PeriodFreq,0.05932300826710486,-0.13741484187150566,0.01566058384948883,0.01508627318610019,-0.0069436444162372535,-0.016399278728500923,0.05644805203652456,-0.08350102298580869,-0.024539395847352753,-0.0608448809606624,0.06653697208805817,0.5018492177714802,0.14763740123006036,0.17445842617128626,-0.22905651405571203,-0.006743181370638951,0.3587328549571218,-0.06531199158198496,-0.11974534819264068,0.1980414517165427,0.2055447055333294,0.22184900029687152,-0.31334525239134153,0.1664760791141382,-0.04781633769374691,-0.2280788854408139,0.09000976866309943,0.1794311377228452,0.10369832263316098,0.007144431191235118,-0.13593996553555782,0.12211757910615478,0.10464062811414547,0.060129765225177725,-0.08500333931391327,-0.14610931056583126,0.018152252612717384,-0.07251082003435805,0.04218673573400206,0.040039800538194635,0.0029931568993348673,0.01515071823634748,0.00420356059946013,0.05767604078580474,-0.032873521874002665,-0.012195042953870444,0.04101730822010617,-0.0015059348497039327,0.0037152883873279776,-0.004554190721232518
_HarmonicChangeDetectionFunction_PeriodAmp,0.18300765613222036,-0.2840862071206187,0.05225410067133774,-0.0015974846656044855,0.0968963513167934,-0.016640582472021284,-0.08477481967992612,0.008522310879723232,-0.04281957003177477,0.10797293376115039,0.058660739522718455,0.15180664062453567,0.07686039144282494,0.05854282271302106,-0.042689976246488015,-0.0820058760593994,0.13179510062372263,0.014321583270263918,0.041568515930327635,-0.10031438482142346,-0.14681169099822133,-0.011428316896512053,0.0567154516681789,0.25361765319039403,0.00317503575553758,-0.04485088650088423,0.0008837616461538078,-0.02195068754028298,-0.28764478295994683,-0.14809068860298175,0.20405161129292373,-0.11459376082777167,-0.10897042061858468,0.10283528768318995,0.21468453692129602,0.17978051239841125,-0.061485954653718755,0.1688775116492513,-0.09155141668141077,0.15923814995471253,-0.1458278966786205,-0.012893973923469842,-0.040774252294358625,-0.3807165429462287,0.28036415775184376,0.3346577663556576,-0.030971640392218242,0.02371076008929598,-0.023644573386101965,0.011564956423031403
_HarmonicChangeDetectionFunction_PeriodEntropy,0.033947472791471235,-0.0511600681704259,-0.0022143805541394324,0.12802145129359577,0.011639885472581539,-0.08262767312170628,-0.16865821055211952,0.1005585334595735,-0.06771606169838669,-0.2322250852424401,0.378468419142528,0.04990757396950981,0.060563998219346195,0.3634011174308255,0.05623778055444579,0.21063988794238808,-0.2423932248771395,0.09674678233530873,0.3514001120516036,-0.11745500636735712,0.0994949037436927,0.25653732305985516,0.05615458370999918,-0.2843103502840812,0.26253286562650263,0.06049210033572075,-0.016837998829096812,0.19289793859720664,-0.06988919780343267,0.05394155441559881,-0.013628024454511667,0.14242581020697992,0.00040091816139757597,0.07960395016443805,-0.11609800383860285,-0.024074159254808714,-0.09283315979887195,0.0277222086390665,-0.047633991342496226,0.013149424627173965,-0.05619828009774028,0.007297918968934015,-0.007348299109621455,-0.05810488215950828,0.015239476526585471,0.06473425857217814,0.009009231038397014,-0.0009715145808940062,0.0035136838074075315,-0.00028717674087010495
